Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
1199,CA-2019-130946,4/8/2019,4/12/2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,-4.1136
1200,CA-2019-130946,4/8/2019,4/12/2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,-1850.9464
1201,CA-2019-114727,7/18/2019,7/24/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,40.8006
1202,CA-2019-114727,7/18/2019,7/24/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.872,3,-1.4352
1203,CA-2019-114727,7/18/2019,7/24/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,10.6794
1204,CA-2019-114727,7/18/2019,7/24/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0
1205,CA-2019-114727,7/18/2019,7/24/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,-33.804
1206,CA-2020-133235,8/1/2020,8/4/2020,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carolina,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,16.9975
1207,CA-2019-137050,7/14/2019,7/18/2019,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,3.363
1208,CA-2019-137050,7/14/2019,7/18/2019,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,3.2004
1209,CA-2019-137050,7/14/2019,7/18/2019,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,7,6.8943
1210,CA-2019-137050,7/14/2019,7/18/2019,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,10.465
1211,CA-2019-137050,7/14/2019,7/18/2019,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,2.8836
1212,CA-2019-137050,7/14/2019,7/18/2019,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,21.7176
1213,US-2020-118087,9/9/2020,9/13/2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,141.372,2,-48.4704
1214,US-2020-118087,9/9/2020,9/13/2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,-2.3276
1215,US-2020-118087,9/9/2020,9/13/2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,-3.6024
1216,US-2020-118087,9/9/2020,9/13/2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,1.5768
1217,US-2020-118087,9/9/2020,9/13/2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,28.764
1218,US-2020-118087,9/9/2020,9/13/2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,1.7024
1219,US-2020-118087,9/9/2020,9/13/2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,64.674
1220,US-2020-118087,9/9/2020,9/13/2020,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.958,7,-386.3916
1223,CA-2019-126004,12/4/2019,12/5/2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,20.4822
1224,CA-2019-126004,12/4/2019,12/5/2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,34.386
1225,CA-2019-126004,12/4/2019,12/5/2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,0.6048
1226,CA-2019-126004,12/4/2019,12/5/2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56,4,19.8744
1227,CA-2019-126004,12/4/2019,12/5/2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,3.6588
1228,CA-2019-126004,12/4/2019,12/5/2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,2,11.6316
1229,CA-2020-100013,11/6/2020,11/11/2020,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,7.4872
1230,CA-2020-100013,11/6/2020,11/11/2020,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,2.9682
1231,CA-2020-100013,11/6/2020,11/11/2020,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,1.7608
1234,CA-2019-153682,5/30/2019,6/1/2019,First Class,BG-11695,Brooke Gillingham,Corporate,United States,Cincinnati,Ohio,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.988,2,69.999
1235,CA-2019-144344,10/28/2019,10/28/2019,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,South,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,47.952,3,13.7862
1236,CA-2019-144344,10/28/2019,10/28/2019,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.425,5,-29.94
1237,CA-2019-144344,10/28/2019,10/28/2019,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,0
1238,CA-2019-144344,10/28/2019,10/28/2019,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048,3,41.262
1242,CA-2019-128727,8/29/2019,9/4/2019,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,4,5.5
1243,US-2019-162859,2/15/2019,2/22/2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,124.485
1244,US-2019-162859,2/15/2019,2/22/2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,3.5752
1245,CA-2020-133641,5/14/2020,5/21/2020,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Gulfport,Mississippi,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,9,23.8581
1249,CA-2020-115602,12/18/2020,12/24/2020,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,38.82,6,17.469
1250,CA-2020-115602,12/18/2020,12/24/2020,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,139.5702
1251,CA-2020-115602,12/18/2020,12/24/2020,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,13,511.368
1252,CA-2020-115602,12/18/2020,12/24/2020,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,1.376
1254,CA-2020-144638,3/10/2020,3/14/2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,0.5904
1255,CA-2020-144638,3/10/2020,3/14/2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,35.91,3,-8.379
1256,CA-2020-144638,3/10/2020,3/14/2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,6.696,1,0.5022
1257,CA-2020-144638,3/10/2020,3/14/2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872,2,11.5164
1258,US-2019-168620,12/24/2019,12/28/2019,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.882,3,-20.4468
1259,US-2019-168620,12/24/2019,12/28/2019,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,-47.2542
1260,US-2019-168620,12/24/2019,12/28/2019,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68,8,76.704
1261,CA-2020-117079,10/23/2020,10/27/2020,Standard Class,JR-15700,Jocasta Rupert,Consumer,United States,Jacksonville,Florida,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3,107.985
1262,US-2019-144393,10/28/2019,11/4/2019,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,North Carolina,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.616,4,-14.0928
1263,CA-2020-105053,7/7/2020,7/9/2020,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,New York,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,3,6.3336
1264,CA-2019-155992,10/1/2019,10/2/2019,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2,18.873
1265,CA-2019-155992,10/1/2019,10/2/2019,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,10.881
1266,CA-2020-110380,9/2/2020,9/7/2020,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3,1.7739
1269,CA-2020-121412,9/23/2020,9/27/2020,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Louisville,Colorado,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328,3,3.666
1270,CA-2020-100426,6/4/2020,6/8/2020,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2,5.616
1271,US-2019-103646,4/21/2019,4/26/2019,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,-12.792
1272,US-2019-103646,4/21/2019,4/26/2019,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,-126.8592
1273,US-2019-103646,4/21/2019,4/26/2019,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,-67.272
1274,CA-2019-119186,5/26/2019,5/26/2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,2,3.6288
1275,CA-2019-119186,5/26/2019,5/26/2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,-88.784
1276,CA-2019-119186,5/26/2019,5/26/2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,5.2026
1277,CA-2019-119186,5/26/2019,5/26/2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,-7.1991
1278,CA-2019-148698,5/2/2019,5/7/2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,5.397
1281,CA-2019-160815,9/5/2019,9/6/2019,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,80.736
1282,CA-2020-122154,4/9/2020,4/11/2020,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,3,4.914
1283,CA-2020-122154,4/9/2020,4/11/2020,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,-13.363
1284,CA-2020-122154,4/9/2020,4/11/2020,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,3,88.074
1286,CA-2019-119445,6/26/2019,7/3/2019,Standard Class,GM-14500,Gene McClure,Consumer,United States,Providence,Rhode Island,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,1.043
1288,CA-2019-154711,11/22/2019,11/26/2019,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,11.1664
1289,CA-2019-154711,11/22/2019,11/26/2019,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4,4.1148
1290,CA-2019-154711,11/22/2019,11/26/2019,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,7.4952
1291,CA-2019-163384,11/10/2019,11/12/2019,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,4.4604
1292,CA-2019-163384,11/10/2019,11/12/2019,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,5,15.552
1297,CA-2020-115427,12/30/2020,1/3/2019,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,4.5188
1298,CA-2020-115427,12/30/2020,1/3/2019,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72,2,6.475
1299,CA-2019-134425,12/8/2019,12/12/2019,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,2.299
1301,CA-2019-137043,12/23/2019,12/25/2019,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,166.1004
1302,CA-2019-137043,12/23/2019,12/25/2019,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,South,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3,83.0502
1304,US-2020-126179,7/3/2020,7/7/2020,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,5.5177
1305,US-2020-126179,7/3/2020,7/7/2020,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,77.7519
1306,CA-2019-101966,7/14/2019,7/16/2019,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,52.493
1307,CA-2019-141397,6/20/2019,6/21/2019,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76,7,22.4448
1308,CA-2019-141397,6/20/2019,6/21/2019,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,6.4206
1309,CA-2019-141397,6/20/2019,6/21/2019,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,5.6628
